id,RFM_Overall,Segment
52047,323,Potential Loyalist
52048,255,At Risk
52050,244,At Risk
52051,512,New Customers
52052,444,Loyal
52053,245,At Risk
52054,444,Loyal
52055,122,Hibernating customers
52056,243,At Risk
52057,245,At Risk
52058,555,Champions
52059,255,At Risk
5206,243,At Risk
52061,241,About To Sleep
52061,241,Hibernating customers
52063,443,Need Attention
52065,244,At Risk
52066,424,Promising
52067,543,Loyal
52069,112,Lost customers
5207,133,At Risk
52072,552,Potential Loyalist
52073,555,Champions
52074,121,Lost customers
52075,411,New Customers
52076,411,New Customers
52078,143,At Risk
52079,531,Potential Loyalist
5208,313,Promising
52080,555,Champions
52081,211,Hibernating customers
52082,214,Cannot Lose Them
52083,554,Champions
52084,145,At Risk
52086,535,Need Attention
52089,545,Champions
5209,311,New Customers
52090,132,Hibernating customers
52091,535,Need Attention
52092,431,Potential Loyalist
52093,544,Champions
52094,343,Need Attention
52096,131,Lost customers
52097,255,At Risk
52099,311,New Customers
521,335,Loyal
5210,455,Champions
52100,554,Champions
52101,423,Potential Loyalist
52103,153,At Risk
52104,243,At Risk
52105,245,At Risk
52106,155,Cannot Lose Them
52107,412,New Customers
5211,244,At Risk
52112,231,Hibernating customers
52112,231,About To Sleep
52113,335,Loyal
52116,114,Cannot Lose Them
52117,143,At Risk
52118,515,Promising
52119,512,New Customers
52122,255,At Risk
52123,534,Need Attention
52124,423,Potential Loyalist
52126,453,Potential Loyalist
52129,332,Hibernating customers
5213,224,At Risk
52130,122,Hibernating customers
52131,354,Loyal
52132,532,Potential Loyalist
52134,354,Loyal
52135,554,Champions
52136,354,Loyal
52137,155,Cannot Lose Them
52138,213,About To Sleep
52139,552,Potential Loyalist
5214,354,Loyal
52144,255,At Risk
52145,245,At Risk
52146,143,At Risk
52148,413,Promising
52149,555,Champions
5215,243,At Risk
52150,355,Loyal
52151,155,Cannot Lose Them
52152,134,At Risk
52153,444,Loyal
52154,423,Potential Loyalist
52156,542,Potential Loyalist
52158,355,Loyal
52159,554,Champions
52160,422,New Customers
52161,443,Need Attention
52162,511,New Customers
52164,533,Potential Loyalist
52165,215,Cannot Lose Them
52166,224,At Risk
52167,245,At Risk
52168,423,Potential Loyalist
52169,353,Potential Loyalist
5217,135,At Risk
52170,113,Cannot Lose Them
52171,355,Loyal
52172,332,Hibernating customers
52173,255,At Risk
52176,523,Promising
52177,443,Need Attention
52178,333,Potential Loyalist
52179,354,Loyal
5218,332,Hibernating customers
52180,423,Potential Loyalist
52181,214,Cannot Lose Them
52182,532,Potential Loyalist
52183,453,Potential Loyalist
52186,445,Champions
52188,321,About To Sleep
52189,244,At Risk
5219,513,Promising
52191,314,Promising
52192,513,Promising
52193,111,Lost customers
52194,215,Cannot Lose Them
52196,344,Loyal
52197,454,Champions
52198,215,Cannot Lose Them
52199,233,Hibernating customers
52200,122,Hibernating customers
52201,555,Champions
52203,441,Potential Loyalist
52204,424,Promising
52206,111,Lost customers
52207,443,Need Attention
52208,511,New Customers
52209,243,At Risk
5221,254,At Risk
52210,523,Promising
52211,222,Hibernating customers
52212,421,New Customers
52213,243,At Risk
52217,245,At Risk
52218,144,Cannot Lose Them
52219,435,Loyal
5222,421,New Customers
52220,554,Champions
52222,245,At Risk
52223,112,Lost customers
52224,241,About To Sleep
52224,241,Hibernating customers
52225,554,Champions
52226,321,About To Sleep
52228,132,Hibernating customers
5223,431,Potential Loyalist
52232,353,Potential Loyalist
52233,555,Champions
52234,511,New Customers
52235,132,Hibernating customers
52236,155,Cannot Lose Them
52237,453,Potential Loyalist
52238,112,Lost customers
52240,253,At Risk
52241,334,Need Attention
52242,454,Champions
52243,325,Need Attention
52248,455,Champions
52249,242,At Risk
5225,123,Hibernating customers
52250,355,Loyal
52251,324,Need Attention
52252,321,About To Sleep
52253,111,Lost customers
52254,241,Hibernating customers
52254,241,About To Sleep
52255,111,Lost customers
52259,454,Champions
5226,153,At Risk
52260,455,Champions
52261,254,At Risk
52262,555,Champions
52263,533,Potential Loyalist
52264,515,Promising
52266,545,Champions
52269,335,Loyal
5227,444,Loyal
52270,213,About To Sleep
52271,454,Champions
52272,525,Promising
52273,454,Champions
52275,254,At Risk
52276,325,Need Attention
5228,554,Champions
52280,414,Promising
52281,323,Potential Loyalist
52282,211,Hibernating customers
52284,125,At Risk
52286,255,At Risk
52287,354,Loyal
52288,221,About To Sleep
52289,333,Potential Loyalist
5229,241,Hibernating customers
5229,241,About To Sleep
52290,445,Champions
52291,231,Hibernating customers
52291,231,About To Sleep
52292,355,Loyal
52293,423,Potential Loyalist
52294,114,Cannot Lose Them
52295,323,Potential Loyalist
52296,353,Potential Loyalist
52297,114,Cannot Lose Them
52298,334,Need Attention
52299,412,New Customers
523,511,New Customers
5230,451,Potential Loyalist
52301,213,About To Sleep
52304,422,New Customers
52305,514,Promising
52306,421,New Customers
52307,355,Loyal
52309,134,At Risk
5231,213,About To Sleep
52311,341,Potential Loyalist
52312,423,Potential Loyalist
52313,145,At Risk
52314,554,Champions
52316,353,Potential Loyalist
52317,344,Loyal
52318,455,Champions
52319,455,Champions
5232,342,Potential Loyalist
52320,113,Cannot Lose Them
52321,224,At Risk
52322,422,New Customers
52323,122,Hibernating customers
52324,134,At Risk
52325,541,Potential Loyalist
52326,421,New Customers
52329,145,At Risk
52330,322,Hibernating customers
52331,223,Hibernating customers
52332,121,Lost customers
52334,354,Loyal
52336,431,Potential Loyalist
52338,131,Lost customers
52339,112,Lost customers
5234,221,About To Sleep
52340,512,New Customers
52343,322,Hibernating customers
52346,335,Loyal
52348,312,About To Sleep
52351,532,Potential Loyalist
52353,355,Loyal
52354,322,Hibernating customers
52356,325,Need Attention
52357,421,New Customers
52358,322,Hibernating customers
52359,321,About To Sleep
5236,322,Hibernating customers
52361,355,Loyal
52362,322,Hibernating customers
52363,512,New Customers
52364,525,Promising
52370,133,At Risk
52371,545,Champions
52374,121,Lost customers
52375,544,Champions
52376,132,Hibernating customers
52377,255,At Risk
52378,355,Loyal
52379,322,Hibernating customers
5238,523,Promising
52380,244,At Risk
52381,355,Loyal
52383,431,Potential Loyalist
52388,143,At Risk
5239,553,Potential Loyalist
52391,323,Potential Loyalist
52392,122,Hibernating customers
52393,341,Potential Loyalist
52394,453,Potential Loyalist
52395,512,New Customers
52397,152,At Risk
52398,344,Loyal
5240,332,Hibernating customers
52401,241,Hibernating customers
52401,241,About To Sleep
52402,323,Potential Loyalist
52403,242,At Risk
52404,333,Potential Loyalist
52405,212,Hibernating customers
52406,355,Loyal
52407,253,At Risk
52408,144,Cannot Lose Them
52409,214,Cannot Lose Them
5241,424,Promising
52412,413,Promising
52413,354,Loyal
52415,132,Hibernating customers
52416,334,Need Attention
52417,332,Hibernating customers
52419,513,Promising
52423,514,Promising
52425,115,Cannot Lose Them
52426,255,At Risk
52427,331,About To Sleep
52428,243,At Risk
52429,131,Lost customers
5243,134,At Risk
52430,113,Cannot Lose Them
52431,545,Champions
52433,424,Promising
52435,221,About To Sleep
52436,555,Champions
52437,224,At Risk
52438,534,Need Attention
52439,244,At Risk
5244,153,At Risk
52441,244,At Risk
52442,411,New Customers
52445,141,Lost customers
52446,445,Champions
52447,241,About To Sleep
52447,241,Hibernating customers
52448,112,Lost customers
52449,122,Hibernating customers
52450,232,Hibernating customers
52451,324,Need Attention
52453,331,About To Sleep
52454,113,Cannot Lose Them
52455,411,New Customers
52460,415,Promising
52461,131,Lost customers
52462,135,At Risk
52463,512,New Customers
52464,155,Cannot Lose Them
52465,555,Champions
52466,155,Cannot Lose Them
52469,332,Hibernating customers
5247,353,Potential Loyalist
52471,343,Need Attention
52472,534,Need Attention
52473,215,Cannot Lose Them
52476,432,Potential Loyalist
5248,242,At Risk
52481,255,At Risk
52482,422,New Customers
52483,511,New Customers
52484,134,At Risk
52486,142,At Risk
52489,222,Hibernating customers
5249,333,Potential Loyalist
52490,554,Champions
52491,554,Champions
52492,445,Champions
52493,111,Lost customers
52495,343,Need Attention
52496,435,Loyal
52497,321,About To Sleep
52498,242,At Risk
525,513,Promising
5250,254,At Risk
52500,445,Champions
52501,253,At Risk
52502,213,About To Sleep
52503,144,Cannot Lose Them
52504,453,Potential Loyalist
52505,533,Potential Loyalist
52506,224,At Risk
52507,452,Potential Loyalist
52508,535,Need Attention
52509,244,At Risk
52512,235,At Risk
52513,212,Hibernating customers
52514,343,Need Attention
52517,554,Champions
52518,212,Hibernating customers
52519,324,Need Attention
5252,423,Potential Loyalist
52520,121,Lost customers
52521,244,At Risk
52522,214,Cannot Lose Them
52524,332,Hibernating customers
52525,255,At Risk
52526,114,Cannot Lose Them
52527,244,At Risk
52528,445,Champions
52529,521,Promising
5253,542,Potential Loyalist
52530,322,Hibernating customers
52532,231,About To Sleep
52532,231,Hibernating customers
52533,111,Lost customers
52534,312,About To Sleep
52535,553,Potential Loyalist
52536,411,New Customers
52537,355,Loyal
52538,244,At Risk
52540,453,Potential Loyalist
52541,354,Loyal
52542,332,Hibernating customers
52543,555,Champions
52544,554,Champions
52545,145,At Risk
52546,353,Potential Loyalist
52547,422,New Customers
52548,433,Potential Loyalist
52549,535,Need Attention
5255,224,At Risk
52550,423,Potential Loyalist
52552,555,Champions
52555,133,At Risk
52558,253,At Risk
5256,554,Champions
52561,535,Need Attention
52562,231,Hibernating customers
52562,231,About To Sleep
52563,355,Loyal
52564,431,Potential Loyalist
52565,113,Cannot Lose Them
52566,334,Need Attention
52569,422,New Customers
5257,445,Champions
52571,412,New Customers
52572,245,At Risk
52573,555,Champions
52575,244,At Risk
52576,454,Champions
52577,424,Promising
52578,554,Champions
52579,354,Loyal
5258,553,Potential Loyalist
52580,453,Potential Loyalist
52581,323,Potential Loyalist
52582,442,Potential Loyalist
52584,242,At Risk
52585,212,Hibernating customers
52586,321,About To Sleep
52588,522,Promising
5259,243,At Risk
52590,431,Potential Loyalist
52591,514,Promising
52593,121,Lost customers
52595,533,Potential Loyalist
52596,421,New Customers
52597,424,Promising
52598,132,Hibernating customers
52599,243,At Risk
526,113,Cannot Lose Them
52600,555,Champions
52601,555,Champions
52602,241,About To Sleep
52602,241,Hibernating customers
52603,435,Loyal
52604,531,Potential Loyalist
52605,111,Lost customers
52606,123,Hibernating customers
52607,334,Need Attention
52608,515,Promising
52609,222,Hibernating customers
5261,443,Need Attention
52610,524,Promising
52613,245,At Risk
52614,132,Hibernating customers
52615,423,Potential Loyalist
52616,332,Hibernating customers
52618,322,Hibernating customers
5262,521,Promising
52626,554,Champions
52627,421,New Customers
52628,333,Potential Loyalist
52629,444,Loyal
52630,132,Hibernating customers
52631,443,Need Attention
52632,554,Champions
52633,141,Lost customers
52634,352,Potential Loyalist
52635,312,About To Sleep
52637,454,Champions
52638,142,At Risk
52639,322,Hibernating customers
52640,311,New Customers
52641,522,Promising
52643,514,Promising
52644,421,New Customers
52645,314,Promising
52646,521,Promising
52647,341,Potential Loyalist
52648,221,About To Sleep
5265,114,Cannot Lose Them
52650,331,About To Sleep
52651,342,Potential Loyalist
52652,324,Need Attention
52653,454,Champions
52654,525,Promising
52655,454,Champions
52657,354,Loyal
52658,331,About To Sleep
52659,344,Loyal
52660,113,Cannot Lose Them
52661,353,Potential Loyalist
52662,112,Lost customers
52663,211,Hibernating customers
52665,323,Potential Loyalist
52666,513,Promising
52667,124,At Risk
52668,232,Hibernating customers
52669,112,Lost customers
5267,345,Loyal
52670,112,Lost customers
52671,344,Loyal
52673,444,Loyal
52674,353,Potential Loyalist
52675,354,Loyal
52676,511,New Customers
52678,322,Hibernating customers
52679,341,Potential Loyalist
5268,343,Need Attention
52680,335,Loyal
52681,112,Lost customers
52682,355,Loyal
52683,553,Potential Loyalist
52684,521,Promising
52685,515,Promising
52686,131,Lost customers
52687,423,Potential Loyalist
5269,121,Lost customers
52690,321,About To Sleep
52693,413,Promising
52694,443,Need Attention
52695,555,Champions
52696,552,Potential Loyalist
52697,222,Hibernating customers
52698,245,At Risk
52699,224,At Risk
527,211,Hibernating customers
5270,322,Hibernating customers
52700,133,At Risk
52702,511,New Customers
52703,445,Champions
52704,355,Loyal
52705,244,At Risk
52706,554,Champions
52707,344,Loyal
52708,222,Hibernating customers
52709,311,New Customers
5271,123,Hibernating customers
52711,522,Promising
52712,534,Need Attention
52713,115,Cannot Lose Them
52716,422,New Customers
52717,222,Hibernating customers
52718,354,Loyal
52719,231,About To Sleep
52719,231,Hibernating customers
52721,232,Hibernating customers
52723,232,Hibernating customers
52725,124,At Risk
52726,145,At Risk
52727,145,At Risk
52728,242,At Risk
52729,521,Promising
5273,121,Lost customers
52730,355,Loyal
52733,442,Potential Loyalist
52734,215,Cannot Lose Them
52736,242,At Risk
52739,522,Promising
52740,413,Promising
52741,514,Promising
52742,322,Hibernating customers
52743,322,Hibernating customers
52744,321,About To Sleep
52746,533,Potential Loyalist
52748,212,Hibernating customers
52749,123,Hibernating customers
5275,514,Promising
52750,555,Champions
52751,331,About To Sleep
52752,522,Promising
52757,233,Hibernating customers
52758,325,Need Attention
52759,112,Lost customers
5276,531,Potential Loyalist
52760,124,At Risk
52762,555,Champions
52763,354,Loyal
52764,213,About To Sleep
52765,333,Potential Loyalist
52766,213,About To Sleep
52767,315,Promising
52768,354,Loyal
52769,113,Cannot Lose Them
5277,124,At Risk
52770,331,About To Sleep
52771,355,Loyal
52772,111,Lost customers
52773,455,Champions
52774,521,Promising
52778,132,Hibernating customers
52779,444,Loyal
52780,431,Potential Loyalist
52781,513,Promising
52784,243,At Risk
52785,443,Need Attention
52786,513,Promising
52787,555,Champions
52788,312,About To Sleep
52789,113,Cannot Lose Them
52792,341,Potential Loyalist
52794,121,Lost customers
52796,311,New Customers
52797,515,Promising
52798,134,At Risk
52799,334,Need Attention
528,314,Promising
5280,355,Loyal
52800,514,Promising
52802,334,Need Attention
52804,524,Promising
52805,414,Promising
52806,544,Champions
52809,355,Loyal
5281,222,Hibernating customers
52811,455,Champions
52812,235,At Risk
52813,255,At Risk
52814,345,Loyal
52815,512,New Customers
52818,131,Lost customers
52819,131,Lost customers
5282,131,Lost customers
52820,425,Promising
52821,512,New Customers
52822,121,Lost customers
52823,125,At Risk
52825,322,Hibernating customers
52828,252,At Risk
52829,543,Loyal
5283,132,Hibernating customers
52830,454,Champions
52832,244,At Risk
52833,444,Loyal
52834,334,Need Attention
52836,331,About To Sleep
52837,211,Hibernating customers
52838,321,About To Sleep
52839,255,At Risk
5284,554,Champions
52840,214,Cannot Lose Them
52841,113,Cannot Lose Them
52842,354,Loyal
52843,332,Hibernating customers
52844,322,Hibernating customers
52846,412,New Customers
52849,353,Potential Loyalist
5285,213,About To Sleep
52851,455,Champions
52854,354,Loyal
52855,423,Potential Loyalist
52856,245,At Risk
52857,132,Hibernating customers
52858,355,Loyal
52859,411,New Customers
5286,555,Champions
52860,435,Loyal
52861,343,Need Attention
52862,555,Champions
52863,144,Cannot Lose Them
52864,433,Potential Loyalist
52867,341,Potential Loyalist
52868,433,Potential Loyalist
52869,555,Champions
5287,432,Potential Loyalist
52872,111,Lost customers
52874,352,Potential Loyalist
52875,125,At Risk
52879,444,Loyal
5288,254,At Risk
52880,114,Cannot Lose Them
52881,515,Promising
52882,345,Loyal
52883,532,Potential Loyalist
52884,355,Loyal
52885,111,Lost customers
52886,311,New Customers
52887,431,Potential Loyalist
52888,234,At Risk
52889,443,Need Attention
5289,554,Champions
52890,132,Hibernating customers
52891,553,Potential Loyalist
52892,331,About To Sleep
52893,511,New Customers
52895,132,Hibernating customers
52896,331,About To Sleep
52898,433,Potential Loyalist
52899,331,About To Sleep
529,134,At Risk
5290,531,Potential Loyalist
52901,224,At Risk
52903,511,New Customers
52905,355,Loyal
52906,555,Champions
52909,554,Champions
52910,515,Promising
52911,122,Hibernating customers
52912,453,Potential Loyalist
52914,112,Lost customers
52916,224,At Risk
52917,211,Hibernating customers
52918,345,Loyal
52919,133,At Risk
52921,213,About To Sleep
52922,241,Hibernating customers
52922,241,About To Sleep
52923,134,At Risk
52924,123,Hibernating customers
52926,113,Cannot Lose Them
52928,245,At Risk
52929,114,Cannot Lose Them
52930,313,Promising
52931,121,Lost customers
52932,223,Hibernating customers
52933,244,At Risk
52940,455,Champions
52941,425,Promising
52942,454,Champions
52943,124,At Risk
52946,131,Lost customers
52948,542,Potential Loyalist
5295,524,Promising
52950,254,At Risk
52951,444,Loyal
52952,343,Need Attention
52954,445,Champions
52955,532,Potential Loyalist
52956,211,Hibernating customers
52957,355,Loyal
52958,453,Potential Loyalist
5296,225,At Risk
52960,454,Champions
52961,153,At Risk
52962,512,New Customers
52963,133,At Risk
52964,432,Potential Loyalist
52966,422,New Customers
52967,512,New Customers
52968,444,Loyal
52969,143,At Risk
5297,111,Lost customers
52970,513,Promising
52971,512,New Customers
52972,215,Cannot Lose Them
52973,531,Potential Loyalist
52974,454,Champions
52975,343,Need Attention
52976,431,Potential Loyalist
52977,134,At Risk
52978,455,Champions
5298,511,New Customers
52980,131,Lost customers
52982,555,Champions
52983,132,Hibernating customers
52984,455,Champions
52986,533,Potential Loyalist
52987,431,Potential Loyalist
52988,434,Need Attention
5299,432,Potential Loyalist
52990,412,New Customers
52992,111,Lost customers
52993,312,About To Sleep
52994,355,Loyal
52995,445,Champions
52996,555,Champions
52997,423,Potential Loyalist
52998,542,Potential Loyalist
53,421,New Customers
530,244,At Risk
5300,542,Potential Loyalist
53000,321,About To Sleep
53001,514,Promising
53003,343,Need Attention
53005,234,At Risk
53006,454,Champions
53007,433,Potential Loyalist
53008,153,At Risk
53009,431,Potential Loyalist
5301,155,Cannot Lose Them
53010,555,Champions
53011,432,Potential Loyalist
53012,545,Champions
53013,555,Champions
53014,332,Hibernating customers
53016,125,At Risk
53019,122,Hibernating customers
5302,532,Potential Loyalist
53020,313,Promising
53022,355,Loyal
53024,255,At Risk
53025,455,Champions
53028,214,Cannot Lose Them
53029,531,Potential Loyalist
5303,115,Cannot Lose Them
53030,554,Champions
53031,233,Hibernating customers
53032,512,New Customers
53033,532,Potential Loyalist
53034,223,Hibernating customers
53036,111,Lost customers
53037,533,Potential Loyalist
53038,215,Cannot Lose Them
53039,555,Champions
5304,245,At Risk
53041,423,Potential Loyalist
53042,214,Cannot Lose Them
53043,255,At Risk
53044,512,New Customers
53045,255,At Risk
53047,334,Need Attention
53048,243,At Risk
53049,222,Hibernating customers
5305,135,At Risk
53050,121,Lost customers
53051,314,Promising
53053,353,Potential Loyalist
53054,323,Potential Loyalist
53056,555,Champions
53057,554,Champions
53058,433,Potential Loyalist
53059,412,New Customers
5306,354,Loyal
53062,112,Lost customers
53063,111,Lost customers
53065,244,At Risk
53066,131,Lost customers
53069,433,Potential Loyalist
5307,511,New Customers
53070,555,Champions
53073,232,Hibernating customers
53074,445,Champions
53075,211,Hibernating customers
53077,243,At Risk
53078,522,Promising
53079,213,About To Sleep
5308,142,At Risk
53080,254,At Risk
53082,114,Cannot Lose Them
53083,224,At Risk
53084,434,Need Attention
53085,313,Promising
53086,244,At Risk
53087,413,Promising
53088,421,New Customers
53089,324,Need Attention
5309,221,About To Sleep
53092,425,Promising
53094,323,Potential Loyalist
53095,345,Loyal
53096,211,Hibernating customers
531,355,Loyal
5310,243,At Risk
53101,322,Hibernating customers
53102,344,Loyal
53104,511,New Customers
53105,341,Potential Loyalist
53106,213,About To Sleep
53108,343,Need Attention
53109,335,Loyal
53110,223,Hibernating customers
53114,141,Lost customers
53115,511,New Customers
53116,323,Potential Loyalist
53117,355,Loyal
53118,111,Lost customers
53119,555,Champions
5312,425,Promising
53120,541,Potential Loyalist
53121,422,New Customers
53122,143,At Risk
53125,143,At Risk
53127,511,New Customers
53128,421,New Customers
53129,133,At Risk
5313,213,About To Sleep
53131,455,Champions
53132,224,At Risk
53133,212,Hibernating customers
53134,555,Champions
53135,432,Potential Loyalist
53136,455,Champions
53139,441,Potential Loyalist
5314,554,Champions
53141,523,Promising
53142,544,Champions
53143,345,Loyal
53144,314,Promising
53146,545,Champions
53147,243,At Risk
53149,454,Champions
5315,442,Potential Loyalist
53150,544,Champions
53152,555,Champions
53154,444,Loyal
53155,222,Hibernating customers
53156,121,Lost customers
53157,454,Champions
53158,255,At Risk
53159,121,Lost customers
5316,122,Hibernating customers
53162,424,Promising
53163,112,Lost customers
53164,555,Champions
53165,133,At Risk
53166,552,Potential Loyalist
53168,553,Potential Loyalist
53169,544,Champions
53171,423,Potential Loyalist
53173,515,Promising
53174,311,New Customers
53175,525,Promising
53176,521,Promising
53177,431,Potential Loyalist
53178,555,Champions
53179,555,Champions
5318,142,At Risk
53180,411,New Customers
53182,111,Lost customers
53187,121,Lost customers
53189,344,Loyal
5319,535,Need Attention
53190,423,Potential Loyalist
53191,514,Promising
53192,425,Promising
53193,435,Loyal
53195,514,Promising
53196,555,Champions
53197,355,Loyal
532,153,At Risk
5320,313,Promising
53200,121,Lost customers
53201,355,Loyal
53202,211,Hibernating customers
53203,121,Lost customers
53204,243,At Risk
53205,142,At Risk
53206,124,At Risk
53207,454,Champions
53208,121,Lost customers
53210,132,Hibernating customers
53211,445,Champions
53212,222,Hibernating customers
53214,355,Loyal
53215,234,At Risk
53216,333,Potential Loyalist
53217,333,Potential Loyalist
53219,242,At Risk
5322,342,Potential Loyalist
53220,455,Champions
53221,333,Potential Loyalist
53222,122,Hibernating customers
53223,513,Promising
53224,144,Cannot Lose Them
53225,142,At Risk
53228,314,Promising
53229,132,Hibernating customers
5323,244,At Risk
53231,252,At Risk
53232,122,Hibernating customers
53233,515,Promising
53236,411,New Customers
53237,341,Potential Loyalist
53238,141,Lost customers
53239,254,At Risk
5324,515,Promising
53240,544,Champions
53241,255,At Risk
53242,143,At Risk
53244,231,Hibernating customers
53244,231,About To Sleep
53245,322,Hibernating customers
53246,231,About To Sleep
53246,231,Hibernating customers
53247,443,Need Attention
53248,245,At Risk
53249,514,Promising
53250,421,New Customers
53251,433,Potential Loyalist
53254,342,Potential Loyalist
53255,242,At Risk
53256,245,At Risk
53258,455,Champions
53259,242,At Risk
53260,554,Champions
53263,115,Cannot Lose Them
53264,421,New Customers
53265,424,Promising
53269,122,Hibernating customers
5327,141,Lost customers
53271,453,Potential Loyalist
53273,433,Potential Loyalist
53274,244,At Risk
53276,534,Need Attention
53277,241,Hibernating customers
53277,241,About To Sleep
53278,555,Champions
53279,222,Hibernating customers
5328,513,Promising
53280,445,Champions
53283,543,Loyal
53284,414,Promising
53285,532,Potential Loyalist
53286,514,Promising
5329,551,Potential Loyalist
53291,244,At Risk
53293,142,At Risk
53294,212,Hibernating customers
53295,523,Promising
53296,521,Promising
53297,134,At Risk
53298,141,Lost customers
5330,543,Loyal
53300,515,Promising
53301,243,At Risk
53302,245,At Risk
53304,334,Need Attention
53305,542,Potential Loyalist
53306,231,Hibernating customers
53306,231,About To Sleep
53308,321,About To Sleep
53309,514,Promising
53310,411,New Customers
53312,532,Potential Loyalist
53313,555,Champions
53315,342,Potential Loyalist
53318,135,At Risk
53321,312,About To Sleep
53322,245,At Risk
53323,343,Need Attention
53324,331,About To Sleep
53325,111,Lost customers
53326,324,Need Attention
53327,223,Hibernating customers
53329,221,About To Sleep
5333,534,Need Attention
53330,124,At Risk
53331,332,Hibernating customers
53332,443,Need Attention
53334,554,Champions
53336,353,Potential Loyalist
5334,242,At Risk
53340,445,Champions
53341,121,Lost customers
53343,421,New Customers
53344,354,Loyal
53345,355,Loyal
53349,231,Hibernating customers
53349,231,About To Sleep
53351,444,Loyal
53352,411,New Customers
53354,431,Potential Loyalist
53355,113,Cannot Lose Them
53357,354,Loyal
53358,313,Promising
53359,133,At Risk
5336,243,At Risk
53360,453,Potential Loyalist
53362,141,Lost customers
53363,145,At Risk
53364,555,Champions
53365,255,At Risk
53366,211,Hibernating customers
53367,114,Cannot Lose Them
53369,342,Potential Loyalist
5337,144,Cannot Lose Them
53371,455,Champions
53372,433,Potential Loyalist
53373,311,New Customers
53374,433,Potential Loyalist
53376,512,New Customers
53377,455,Champions
53378,555,Champions
53379,242,At Risk
5338,355,Loyal
53380,455,Champions
53381,423,Potential Loyalist
53382,442,Potential Loyalist
53383,114,Cannot Lose Them
53384,255,At Risk
53385,255,At Risk
53386,344,Loyal
53389,241,About To Sleep
53389,241,Hibernating customers
53390,352,Potential Loyalist
53391,321,About To Sleep
53393,444,Loyal
53396,133,At Risk
53397,143,At Risk
53398,513,Promising
53399,131,Lost customers
534,255,At Risk
5340,322,Hibernating customers
53400,123,Hibernating customers
53401,211,Hibernating customers
53402,152,At Risk
53403,154,Cannot Lose Them
53406,432,Potential Loyalist
53407,554,Champions
53408,513,Promising
53409,113,Cannot Lose Them
5341,214,Cannot Lose Them
53410,255,At Risk
53412,344,Loyal
53413,555,Champions
53414,554,Champions
53415,455,Champions
53416,125,At Risk
53417,244,At Risk
53418,514,Promising
53419,222,Hibernating customers
5342,133,At Risk
53420,243,At Risk
53421,115,Cannot Lose Them
53422,433,Potential Loyalist
53424,413,Promising
53426,423,Potential Loyalist
53427,331,About To Sleep
53428,455,Champions
53429,111,Lost customers
5343,432,Potential Loyalist
53432,145,At Risk
53434,244,At Risk
53435,345,Loyal
53436,154,Cannot Lose Them
53437,134,At Risk
53439,543,Loyal
5344,114,Cannot Lose Them
53441,343,Need Attention
53442,221,About To Sleep
53443,134,At Risk
53444,442,Potential Loyalist
53447,523,Promising
53448,511,New Customers
53449,442,Potential Loyalist
53452,245,At Risk
53453,223,Hibernating customers
53454,515,Promising
53455,111,Lost customers
53456,123,Hibernating customers
53457,141,Lost customers
53458,445,Champions
5346,422,New Customers
53460,144,Cannot Lose Them
53461,211,Hibernating customers
53464,255,At Risk
53466,341,Potential Loyalist
53468,232,Hibernating customers
53469,324,Need Attention
53470,422,New Customers
53471,522,Promising
53472,531,Potential Loyalist
53473,555,Champions
53474,242,At Risk
53476,514,Promising
53478,132,Hibernating customers
53479,523,Promising
5348,244,At Risk
53481,545,Champions
53482,524,Promising
53483,535,Need Attention
53486,531,Potential Loyalist
53488,354,Loyal
53489,422,New Customers
53490,113,Cannot Lose Them
53491,112,Lost customers
53492,213,About To Sleep
53493,221,About To Sleep
53494,323,Potential Loyalist
53495,122,Hibernating customers
53496,253,At Risk
53497,255,At Risk
53498,532,Potential Loyalist
53499,511,New Customers
535,355,Loyal
5350,211,Hibernating customers
53500,421,New Customers
53501,534,Need Attention
53502,111,Lost customers
53503,343,Need Attention
53505,245,At Risk
53509,232,Hibernating customers
53510,111,Lost customers
53511,523,Promising
53513,554,Champions
53515,255,At Risk
53517,343,Need Attention
53519,444,Loyal
53520,523,Promising
53521,332,Hibernating customers
53523,554,Champions
53524,132,Hibernating customers
53525,352,Potential Loyalist
53526,531,Potential Loyalist
53527,413,Promising
53528,344,Loyal
53529,343,Need Attention
5353,221,About To Sleep
53530,111,Lost customers
53531,541,Potential Loyalist
53533,531,Potential Loyalist
53535,114,Cannot Lose Them
53536,211,Hibernating customers
53537,342,Potential Loyalist
53538,515,Promising
53539,131,Lost customers
53540,132,Hibernating customers
53543,334,Need Attention
53545,434,Need Attention
53546,111,Lost customers
53547,232,Hibernating customers
53548,444,Loyal
53549,254,At Risk
5355,333,Potential Loyalist
53550,324,Need Attention
53551,431,Potential Loyalist
53552,112,Lost customers
53553,453,Potential Loyalist
53555,121,Lost customers
53560,343,Need Attention
53561,322,Hibernating customers
53562,522,Promising
53563,443,Need Attention
53565,355,Loyal
53566,223,Hibernating customers
53567,412,New Customers
53569,324,Need Attention
5357,131,Lost customers
53570,321,About To Sleep
53571,114,Cannot Lose Them
53572,244,At Risk
53574,331,About To Sleep
53576,233,Hibernating customers
53577,511,New Customers
5358,433,Potential Loyalist
53580,431,Potential Loyalist
53581,133,At Risk
53582,422,New Customers
53585,114,Cannot Lose Them
53586,421,New Customers
53587,554,Champions
53588,343,Need Attention
